dataset,subproject,gem_id,library_id,library_name,type,pair_id,read,fastq_path,donor_id,flowcell,lane,index,fastq_name_array_express
scRNA-seq,BCLLATLAS_34,y7qn780g_p6jkgk63,173642,BCLL_14_T_5K,not_hashed,P12,R2,/scratch/project/production/fastq/HMHT2DRXX/2/fastq/HMHT2DRXX_2_SI-GA-F10_2.fastq.gz,BCLL-14-T,HMHT2DRXX,2,SI-GA-F10,scRNA-seq.BCLL-14-T.BCLLATLAS_34.y7qn780g_p6jkgk63.173642.not_hashed.P12.R2.fastq.gz
scRNA-seq,BCLLATLAS_34,v8g80gtx_ps9bamz7,173643,BCLL_14_T_1_HTO,hashed_hto,P13,R2,/scratch/project/production/fastq/HMHT2DRXX/1/fastq/HMHT2DRXX_1_IlluminaTruSeqD703_2.fastq.gz,BCLL-14-T,HMHT2DRXX,1,IlluminaTruSeqD703,scRNA-seq.BCLL-14-T.BCLLATLAS_34.v8g80gtx_ps9bamz7.173643.hashed_hto.P13.R2.fastq.gz
scRNA-seq,BCLLATLAS_34,v8g80gtx_ps9bamz7,173643,BCLL_14_T_1_HTO,hashed_hto,P14,R2,/scratch/project/production/fastq/HMHT2DRXX/2/fastq/HMHT2DRXX_2_IlluminaTruSeqD703_2.fastq.gz,BCLL-14-T,HMHT2DRXX,2,IlluminaTruSeqD703,scRNA-seq.BCLL-14-T.BCLLATLAS_34.v8g80gtx_ps9bamz7.173643.hashed_hto.P14.R2.fastq.gz
scRNA-seq,BCLLATLAS_34,kjzv2rwx_sfomyxok,173644,BCLL_14_T_2_HTO,hashed_hto,P15,R2,/scratch/project/production/fastq/HMHT2DRXX/1/fastq/HMHT2DRXX_1_IlluminaTruSeqD704_2.fastq.gz,BCLL-14-T,HMHT2DRXX,1,IlluminaTruSeqD704,scRNA-seq.BCLL-14-T.BCLLATLAS_34.kjzv2rwx_sfomyxok.173644.hashed_hto.P15.R2.fastq.gz
scRNA-seq,BCLLATLAS_34,kjzv2rwx_sfomyxok,173644,BCLL_14_T_2_HTO,hashed_hto,P16,R2,/scratch/project/production/fastq/HMHT2DRXX/2/fastq/HMHT2DRXX_2_IlluminaTruSeqD704_2.fastq.gz,BCLL-14-T,HMHT2DRXX,2,IlluminaTruSeqD704,scRNA-seq.BCLL-14-T.BCLLATLAS_34.kjzv2rwx_sfomyxok.173644.hashed_hto.P16.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P1,R1,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_SI-GA-F2_1.fastq.gz,BCLL-15-T,HMHT5DRXX,1,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P1.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P2,R1,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_SI-GA-F2_1.fastq.gz,BCLL-15-T,HMHT5DRXX,2,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P2.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P3,R1,/scratch/project/production/fastq/HTKYJDRXX/1/fastq/HTKYJDRXX_1_SI-GA-F2_1.fastq.gz,BCLL-15-T,HTKYJDRXX,1,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P3.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P4,R1,/scratch/project/production/fastq/HTKYJDRXX/2/fastq/HTKYJDRXX_2_SI-GA-F2_1.fastq.gz,BCLL-15-T,HTKYJDRXX,2,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P4.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P5,R1,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_SI-GA-G2_1.fastq.gz,BCLL-15-T,HMHT5DRXX,1,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P5.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P6,R1,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_SI-GA-G2_1.fastq.gz,BCLL-15-T,HMHT5DRXX,2,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P6.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P7,R1,/scratch/project/production/fastq/HTKYJDRXX/1/fastq/HTKYJDRXX_1_SI-GA-G2_1.fastq.gz,BCLL-15-T,HTKYJDRXX,1,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P7.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P8,R1,/scratch/project/production/fastq/HTKYJDRXX/2/fastq/HTKYJDRXX_2_SI-GA-G2_1.fastq.gz,BCLL-15-T,HTKYJDRXX,2,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P8.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P9,R1,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_IlluminaTruSeqD704_1.fastq.gz,BCLL-15-T,HMHT5DRXX,1,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P9.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P10,R1,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_IlluminaTruSeqD704_1.fastq.gz,BCLL-15-T,HMHT5DRXX,2,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P10.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P11,R1,/scratch/project/production/fastq/HVJCGDRXX/1/fastq/HVJCGDRXX_1_IlluminaTruSeqD704_1.fastq.gz,BCLL-15-T,HVJCGDRXX,1,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P11.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P12,R1,/scratch/project/production/fastq/HVJCGDRXX/2/fastq/HVJCGDRXX_2_IlluminaTruSeqD704_1.fastq.gz,BCLL-15-T,HVJCGDRXX,2,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P12.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181964,BCLL_15_T_2_HTO,hashed_hto,P13,R1,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_IlluminaTruSeqD705_1.fastq.gz,BCLL-15-T,HMHT5DRXX,1,IlluminaTruSeqD705,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181964.hashed_hto.P13.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181964,BCLL_15_T_2_HTO,hashed_hto,P14,R1,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_IlluminaTruSeqD705_1.fastq.gz,BCLL-15-T,HMHT5DRXX,2,IlluminaTruSeqD705,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181964.hashed_hto.P14.R1.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P1,R2,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_SI-GA-F2_2.fastq.gz,BCLL-15-T,HMHT5DRXX,1,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P1.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P2,R2,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_SI-GA-F2_2.fastq.gz,BCLL-15-T,HMHT5DRXX,2,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P2.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P3,R2,/scratch/project/production/fastq/HTKYJDRXX/1/fastq/HTKYJDRXX_1_SI-GA-F2_2.fastq.gz,BCLL-15-T,HTKYJDRXX,1,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P3.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181961,BCLL_15_T_1_hashing,hashed_cdna,P4,R2,/scratch/project/production/fastq/HTKYJDRXX/2/fastq/HTKYJDRXX_2_SI-GA-F2_2.fastq.gz,BCLL-15-T,HTKYJDRXX,2,SI-GA-F2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181961.hashed_cdna.P4.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P5,R2,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_SI-GA-G2_2.fastq.gz,BCLL-15-T,HMHT5DRXX,1,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P5.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P6,R2,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_SI-GA-G2_2.fastq.gz,BCLL-15-T,HMHT5DRXX,2,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P6.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P7,R2,/scratch/project/production/fastq/HTKYJDRXX/1/fastq/HTKYJDRXX_1_SI-GA-G2_2.fastq.gz,BCLL-15-T,HTKYJDRXX,1,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P7.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181962,BCLL_15_T_2_hashing,hashed_cdna,P8,R2,/scratch/project/production/fastq/HTKYJDRXX/2/fastq/HTKYJDRXX_2_SI-GA-G2_2.fastq.gz,BCLL-15-T,HTKYJDRXX,2,SI-GA-G2,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181962.hashed_cdna.P8.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P9,R2,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_IlluminaTruSeqD704_2.fastq.gz,BCLL-15-T,HMHT5DRXX,1,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P9.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P10,R2,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_IlluminaTruSeqD704_2.fastq.gz,BCLL-15-T,HMHT5DRXX,2,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P10.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P11,R2,/scratch/project/production/fastq/HVJCGDRXX/1/fastq/HVJCGDRXX_1_IlluminaTruSeqD704_2.fastq.gz,BCLL-15-T,HVJCGDRXX,1,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P11.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,z3of7uaq_mzbhy4tt,181963,BCLL_15_T_1_HTO,hashed_hto,P12,R2,/scratch/project/production/fastq/HVJCGDRXX/2/fastq/HVJCGDRXX_2_IlluminaTruSeqD704_2.fastq.gz,BCLL-15-T,HVJCGDRXX,2,IlluminaTruSeqD704,scRNA-seq.BCLL-15-T.BCLLATLAS_41.z3of7uaq_mzbhy4tt.181963.hashed_hto.P12.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181964,BCLL_15_T_2_HTO,hashed_hto,P13,R2,/scratch/project/production/fastq/HMHT5DRXX/1/fastq/HMHT5DRXX_1_IlluminaTruSeqD705_2.fastq.gz,BCLL-15-T,HMHT5DRXX,1,IlluminaTruSeqD705,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181964.hashed_hto.P13.R2.fastq.gz
scRNA-seq,BCLLATLAS_41,ejto2bae_y5mydeam,181964,BCLL_15_T_2_HTO,hashed_hto,P14,R2,/scratch/project/production/fastq/HMHT5DRXX/2/fastq/HMHT5DRXX_2_IlluminaTruSeqD705_2.fastq.gz,BCLL-15-T,HMHT5DRXX,2,IlluminaTruSeqD705,scRNA-seq.BCLL-15-T.BCLLATLAS_41.ejto2bae_y5mydeam.181964.hashed_hto.P14.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P1,R1,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F6_1.fastq.gz,BCLL-24-T,H2JYNDRXY,1,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P1.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P2,R1,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F6_1.fastq.gz,BCLL-24-T,H2JYNDRXY,2,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P2.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P3,R1,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_SI-GA-F6_1.fastq.gz,BCLL-24-T,HYVGVDRXX,1,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P3.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P4,R1,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_SI-GA-F6_1.fastq.gz,BCLL-24-T,HYVGVDRXX,2,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P4.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P5,R1,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F7_1.fastq.gz,BCLL-24-T,H2JYNDRXY,1,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P5.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P6,R1,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F7_1.fastq.gz,BCLL-24-T,H2JYNDRXY,2,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P6.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P7,R1,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_SI-GA-F7_1.fastq.gz,BCLL-24-T,HYVGVDRXX,1,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P7.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P8,R1,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_SI-GA-F7_1.fastq.gz,BCLL-24-T,HYVGVDRXX,2,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P8.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196581,BCLL_24_T_1_hashing,hashed_hto,P9,R1,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_IlluminaTruSeqD701_1.fastq.gz,BCLL-24-T,HYVGVDRXX,1,IlluminaTruSeqD701,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196581.hashed_hto.P9.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196581,BCLL_24_T_1_hashing,hashed_hto,P10,R1,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_IlluminaTruSeqD701_1.fastq.gz,BCLL-24-T,HYVGVDRXX,2,IlluminaTruSeqD701,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196581.hashed_hto.P10.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196582,BCLL_24_T_2_HTO,hashed_hto,P11,R1,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_IlluminaTruSeqD702_1.fastq.gz,BCLL-24-T,HYVGVDRXX,1,IlluminaTruSeqD702,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196582.hashed_hto.P11.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196582,BCLL_24_T_2_HTO,hashed_hto,P12,R1,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_IlluminaTruSeqD702_1.fastq.gz,BCLL-24-T,HYVGVDRXX,2,IlluminaTruSeqD702,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196582.hashed_hto.P12.R1.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P1,R2,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F6_2.fastq.gz,BCLL-24-T,H2JYNDRXY,1,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P1.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P2,R2,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F6_2.fastq.gz,BCLL-24-T,H2JYNDRXY,2,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P2.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P3,R2,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_SI-GA-F6_2.fastq.gz,BCLL-24-T,HYVGVDRXX,1,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P3.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196579,BCLL_24_T_1_hashing,hashed_cdna,P4,R2,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_SI-GA-F6_2.fastq.gz,BCLL-24-T,HYVGVDRXX,2,SI-GA-F6,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196579.hashed_cdna.P4.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P5,R2,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F7_2.fastq.gz,BCLL-24-T,H2JYNDRXY,1,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P5.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P6,R2,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F7_2.fastq.gz,BCLL-24-T,H2JYNDRXY,2,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P6.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P7,R2,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_SI-GA-F7_2.fastq.gz,BCLL-24-T,HYVGVDRXX,1,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P7.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196580,BCLL_24_T_2_hashing,hashed_cdna,P8,R2,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_SI-GA-F7_2.fastq.gz,BCLL-24-T,HYVGVDRXX,2,SI-GA-F7,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196580.hashed_cdna.P8.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196581,BCLL_24_T_1_hashing,hashed_hto,P9,R2,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_IlluminaTruSeqD701_2.fastq.gz,BCLL-24-T,HYVGVDRXX,1,IlluminaTruSeqD701,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196581.hashed_hto.P9.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,altbaco5_45sf3wul,196581,BCLL_24_T_1_hashing,hashed_hto,P10,R2,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_IlluminaTruSeqD701_2.fastq.gz,BCLL-24-T,HYVGVDRXX,2,IlluminaTruSeqD701,scRNA-seq.BCLL-24-T.BCLLATLAS_54.altbaco5_45sf3wul.196581.hashed_hto.P10.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196582,BCLL_24_T_2_HTO,hashed_hto,P11,R2,/scratch/project/production/fastq/HYVGVDRXX/1/fastq/HYVGVDRXX_1_IlluminaTruSeqD702_2.fastq.gz,BCLL-24-T,HYVGVDRXX,1,IlluminaTruSeqD702,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196582.hashed_hto.P11.R2.fastq.gz
scRNA-seq,BCLLATLAS_54,c3ftguo2_xxwxs507,196582,BCLL_24_T_2_HTO,hashed_hto,P12,R2,/scratch/project/production/fastq/HYVGVDRXX/2/fastq/HYVGVDRXX_2_IlluminaTruSeqD702_2.fastq.gz,BCLL-24-T,HYVGVDRXX,2,IlluminaTruSeqD702,scRNA-seq.BCLL-24-T.BCLLATLAS_54.c3ftguo2_xxwxs507.196582.hashed_hto.P12.R2.fastq.gz
scRNA-seq,BCLLATLAS_57,p4b145yq_4z8crwqq,196583,BCLL_25_T_1_hashing,hashed_cdna,P1,R1,/scratch/project/production/fastq/H2JYKDRXY/1/fastq/H2JYKDRXY_1_SI-GA-F8_1.fastq.gz,BCLL-25-T,H2JYKDRXY,1,SI-GA-F8,scRNA-seq.BCLL-25-T.BCLLATLAS_57.p4b145yq_4z8crwqq.196583.hashed_cdna.P1.R1.fastq.gz
scRNA-seq,BCLLATLAS_57,p4b145yq_4z8crwqq,196583,BCLL_25_T_1_hashing,hashed_cdna,P2,R1,/scratch/project/production/fastq/H2JYKDRXY/2/fastq/H2JYKDRXY_2_SI-GA-F8_1.fastq.gz,BCLL-25-T,H2JYKDRXY,2,SI-GA-F8,scRNA-seq.BCLL-25-T.BCLLATLAS_57.p4b145yq_4z8crwqq.196583.hashed_cdna.P2.R1.fastq.gz
scRNA-seq,BCLLATLAS_57,p4b145yq_4z8crwqq,196583,BCLL_25_T_1_hashing,hashed_cdna,P3,R1,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F8_1.fastq.gz,BCLL-25-T,H2JYNDRXY,1,SI-GA-F8,scRNA-seq.BCLL-25-T.BCLLATLAS_57.p4b145yq_4z8crwqq.196583.hashed_cdna.P3.R1.fastq.gz
scRNA-seq,BCLLATLAS_57,p4b145yq_4z8crwqq,196583,BCLL_25_T_1_hashing,hashed_cdna,P4,R1,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F8_1.fastq.gz,BCLL-25-T,H2JYNDRXY,2,SI-GA-F8,scRNA-seq.BCLL-25-T.BCLLATLAS_57.p4b145yq_4z8crwqq.196583.hashed_cdna.P4.R1.fastq.gz
scRNA-seq,BCLLATLAS_57,nqyw13tk_o7guqugw,196584,BCLL_25_T_2_hashing,hashed_cdna,P5,R1,/scratch/project/production/fastq/H2JYKDRXY/1/fastq/H2JYKDRXY_1_SI-GA-F9_1.fastq.gz,BCLL-25-T,H2JYKDRXY,1,SI-GA-F9,scRNA-seq.BCLL-25-T.BCLLATLAS_57.nqyw13tk_o7guqugw.196584.hashed_cdna.P5.R1.fastq.gz
